RID,Location,Latitude,Longitude,Avgpassengersperday,Nooftrainspassing,Nooftrainsstopping,Noofplatforms,Nooftracks,Trainhaltingtime,Avgtrainspeed,Averageaccidentspermonth,population,PhysicalEnvironment,DateTime,admin_found,Label
10.42.0.1-10.42.0.42-53-12452-17,Khutubi,44.1903,86.8852,7854,15,25,3,8,10,1.8,18,,Escalator,09-01-23 10:09,Evening,1
202.77.129.230-10.42.0.211-80-50642-6,Huoqiu Chengguanzhen,32.3547,116.2939,6895,75,65,4,4,5,1.5,22,,Stairs,09-01-23 10:14,Mid Night,0
182.22.25.252-10.42.0.211-443-57336-6,Dingcheng,32.5161,117.6595,6800,62,38,8,5,6,1.8,28,,Pedestrain,09-01-23 10:16,Mid Night,0
10.42.0.151-10.42.0.1-7018-53-17,Qiaoxu,22.9562,109.7607,7900,43,75,9,6,8,1.9,36,,Station,09-01-23 10:31,Evening,0
10.42.0.211-23.206.166.62-34846-80-6,Ningxiang,37.34,111.2052,4200,84,45,10,8,9,1.2,25,,Road Vehicle Carriageway,09-01-23 10:46,Mid Night,0
172.217.10.46-10.42.0.151-443-36861-6,Chengxiang,31.3986,109.6228,870,15,12,9,9,2,1.9,18,,Road,09-01-23 11:17,Mid Night,0
10.42.0.211-106.11.15.99-49706-443-6,Xiushui,38.1038,113.3886,6458,19,10,5,10,4,1.4,96,,Station,09-01-23 11:40,Evening,1
10.42.0.211-10.42.0.1-23785-53-17,Nanƒ??an,25.3998,114.3622,9852,75,28,6,4,5,1.6,18,,Platform,09-01-23 11:57,Mid Night,1
10.42.0.211-10.42.0.1-14200-53-17,Liyuan,29.3954,110.1559,7854,80,75,4,2,8,1.8,18,,Lineside,09-01-23 12:19,Mid Night,0
10.42.0.211-104.107.53.36-51899-443-6,Dajie,24.2962,102.7506,9568,26,63,10,10,3,1.7,18,,Road,09-01-23 12:19,Evening,1
172.217.10.106-10.42.0.211-443-41206-6,Guangzhoulu,38.4991,102.1681,7852,85,42,5,5,9,1.3,39,,Other,09-01-23 12:23,Mid Night,0
10.42.0.211-10.42.0.1-12152-53-17,Nanjie,23.6341,112.4348,7545,42,85,8,8,2,1.2,14,,Footbridge,09-01-23 12:24,Mid Night,1
183.79.248.124-10.42.0.211-443-40433-6,Songyuan,27.6217,119.0592,8562,38,8,4,4,3,1.6,19,,Platform,09-01-23 12:26,Evening,1
10.42.0.151-35.185.15.58-57484-443-6,Jingchuan,30.6892,118.4043,7854,64,6,5,5,2,1.9,17,,Road,09-01-23 12:34,Mid Night,1
10.42.0.151-52.40.231.132-39385-443-6,Chaigoubu,40.6678,114.4114,1250,82,74,8,8,4,1.8,19,,Bride,09-01-23 12:49,Mid Night,1
198.11.188.80-10.42.0.211-443-33495-6,Xinzheng,31.2749,106.2871,6005,65,80,7,7,5,1.5,17,,Escalator,09-01-23 12:50,Evening,1
10.42.0.1-10.42.0.42-53-61578-17,Yanqi,42.062,86.5663,8952,75,42,5,5,6,1.8,36,,Stairs,09-01-23 13:37,Mid Night,0
175.100.207.232-10.42.0.151-80-40407-6,Songyuan,27.5273,118.7766,9500,25,35,6,6,7,1.9,95,,Pedestrain,09-01-23 14:26,Mid Night,1
140.205.230.8-10.42.0.211-80-57746-6,Yangxin,37.6447,117.5767,7840,68,68,4,4,2,1.2,15,,Bride,09-01-23 14:39,Evening,0
157.240.2.20-10.42.0.211-443-56705-6,Yitiaoshan,37.1533,104.062,2256,42,45,5,5,2,1.9,18,,Escalator,09-01-23 14:45,Mid Night,0
10.42.0.211-10.42.0.1-1177-53-17,Xinguan,39.4553,111.53,4859,8,75,2,2,3,1.4,19,,Stairs,09-01-23 14:51,Mid Night,1
10.42.0.211-10.42.0.1-30886-53-17,Huanfeng,31.7167,118.1,8526,12,42,3,3,8,1.6,17,,Pedestrain,09-01-23 14:57,Evening,0
217.69.133.145-10.42.0.151-443-54651-6,Yongƒ??an,36.6576,111.5664,9562,5,52,5,5,10,1.8,12,,Station,09-01-23 15:02,Mid Night,1
10.42.0.211-14.29.93.254-55374-80-6,Minqing,26.2248,118.8597,754,10,36,5,5,5,1.7,19,,Road Vehicle Carriageway,09-01-23 15:06,Morning,0
10.42.0.211-64.71.142.124-38627-443-6,Yongle,33.2646,104.2328,8652,15,42,4,4,6,1.3,19,,Road,09-01-23 15:07,Evening,1
172.217.10.109-10.42.0.42-443-41083-6,Jishi,35.8461,102.4817,754,15,20,6,6,8,1.2,16,,Station,09-01-23 15:18,Mid Night,0
172.217.10.238-10.42.0.211-443-47244-6,Dongcheng,21.882,112.0102,8652,68,30,8,8,9,1.6,17,,Platform,09-01-23 15:20,Evening,1
10.42.0.151-10.42.0.1-29842-53-17,Zhuolu,40.3694,115.2161,5800,79,78,5,5,2,1.9,12,,Lineside,09-01-23 15:25,Mid Night,1
10.42.0.211-10.42.0.1-42923-53-17,Fengyang Fuchengzhen,32.8797,117.5447,957,12,53,2,2,4,1.8,16,,Road,09-01-23 15:30,Evening,0
10.42.0.151-52.84.61.201-53021-443-6,Guidong Chengguanzhen,26.079,113.9406,865,60,68,2,2,5,1.5,14,,Other,09-01-23 15:34,Mid Night,1
10.42.0.211-10.42.0.1-11712-53-17,Chunhua,34.7989,108.575,7856,80,42,5,5,8,1.8,18,,Footbridge,09-01-23 15:35,Mid Night,0
211.144.37.229-10.42.0.151-80-41854-6,Guyang,32.1354,119.4421,856,89,20,3,3,3,1.9,39,,Platform,09-01-23 15:38,Evening,0
10.42.0.211-104.192.110.245-53531-80-6,Bashan,27.7682,116.0502,1600,78,35,4,4,9,1.2,18,,Road,09-01-23 15:41,Mid Night,1
172.217.6.228-10.42.0.211-443-44716-6,Jicheng,37.0636,112.9577,852,86,85,8,8,2,1.9,17,,Bride,09-01-23 15:43,Mid Night,1
172.217.12.206-10.42.0.151-443-33233-6,Fucheng,35.3725,103.7056,1458,90,78,9,9,3,1.4,96,,Escalator,09-01-23 15:48,Evening,0
172.217.10.42-10.42.0.151-443-54478-6,Linxi,36.8627,115.4925,1500,100,57,10,10,2,1.6,17,,Stairs,09-01-23 15:51,Mid Night,1
174.35.73.108-10.42.0.42-80-34972-6,Shuangfengqiao,29.7186,106.6271,800,86,12,3,3,4,1.8,24,,Pedestrain,09-01-23 15:53,Mid Night,0
10.42.0.151-31.13.80.5-48425-443-6,Rucheng Chengguanzhen,25.5364,113.7155,952,55,16,1,1,5,1.7,18,,Footbridge,09-01-23 15:59,Evening,1
10.42.0.151-31.13.69.195-37294-443-6,Beidaihe,39.8614,119.4177,741,98,75,8,8,6,1.3,13,,Platform,09-01-23 16:06,Mid Night,0
10.42.0.151-14.17.42.57-33208-80-6,Huidong,26.6374,102.5757,890,78,42,9,9,7,1.2,19,,Road,09-01-23 16:07,Mid Night,1
129.146.14.98-10.42.0.151-443-58589-6,Shancheng,24.4916,117.3457,900,65,35,10,10,2,1.6,17,,Bride,09-01-23 16:10,Evening,0
10.42.0.42-52.71.229.141-60086-443-6,Jishan,30.9215,118.3302,850,78,45,7,7,2,1.9,13,,Escalator,09-01-23 16:14,Mid Night,0
10.42.0.151-10.42.0.1-42953-53-17,Neixiang Chengguanzhen,33.0467,111.8436,9058,45,12,5,5,3,1.8,1,,Stairs,09-01-23 16:18,Morning,1
10.42.0.211-10.42.0.1-58332-53-17,Longxian Chengguanzhen,34.9073,106.8497,4795,68,15,3,3,8,1.5,4,,Pedestrain,09-01-23 16:21,Evening,0
10.42.0.151-10.42.0.1-10842-53-17,Wenfeng,27.199,115.1196,1569,78,16,7,7,10,1.8,10,,Station,09-01-23 16:26,Mid Night,0
10.42.0.211-107.22.224.100-40850-443-6,Dangchang Chengguanzhen,34.0446,104.3946,1785,26,74,2,2,5,1.9,15,,Road Vehicle Carriageway,09-01-23 16:50,Evening,1
198.11.132.221-10.42.0.211-443-35890-6,Lincheng,19.9078,109.6858,2658,89,15,2,2,6,1.2,13,,Road,09-01-23 16:58,Mid Night,1
239.255.255.250-10.42.0.1-1900-52769-17,Lishu,43.3047,124.3278,7845,95,13,6,6,8,1.9,18,,Station,09-01-23 17:11,Evening,0
174.35.73.136-10.42.0.211-80-53654-6,Yangshuo,24.7844,110.4751,9854,68,18,8,8,9,1.4,22,,Platform,09-01-23 17:17,Mid Night,1
10.42.0.42-23.208.156.9-55629-443-6,Mugala,36.8576,81.6684,4785,74,10,7,7,2,1.6,28,,Lineside,09-01-23 17:21,Mid Night,0
10.42.0.1-10.42.0.42-53-23483-17,Cili,29.4244,111.1201,5222,12,16,5,5,4,1.8,36,,Road,09-01-23 17:35,Evening,1
10.42.0.211-111.221.77.148-40071-40010-6,Fengyi,28.5537,107.439,4500,56,80,8,8,5,1.7,25,,Other,09-01-23 17:40,Mid Night,1
10.42.0.211-10.42.0.1-26886-53-17,Dongluqiao,36.6815,115.3409,6800,8,50,2,2,8,1.3,18,,Footbridge,09-01-23 17:45,Mid Night,1
10.42.0.211-54.192.38.171-56439-443-6,Zhangbei,41.1525,114.7078,7900,9,60,9,9,3,1.2,96,,Platform,09-01-23 17:51,Evening,1
172.217.6.200-10.42.0.211-443-43828-6,Chaoyang,37.908,113.1504,4200,8,45,10,10,9,1.6,18,,Road,09-01-23 19:51,Mid Night,1
10.42.0.211-10.42.0.1-56980-53-17,Beijie,36.7162,115.1595,870,78,65,8,8,2,1.9,18,,Bride,10-01-23 8:23,Mid Night,0
182.22.24.252-10.42.0.211-443-52489-6,Junlian,28.1711,104.5116,6458,52,25,7,7,3,1.8,18,,Escalator,10-01-23 8:30,Evening,1
10.42.0.151-10.42.0.1-59777-53-17,Xinshiba,28.9709,102.7713,9852,50,87,5,5,2,1.5,39,,Stairs,10-01-23 8:38,Mid Night,0
180.149.136.194-10.42.0.211-443-40288-6,Liaogao,28.17,109.195,7854,60,56,6,6,4,1.8,14,,Pedestrain,10-01-23 8:41,Mid Night,0
180.149.138.210-10.42.0.211-80-55593-6,Hanji,35.4954,102.9926,9568,80,45,5,5,5,1.9,19,,Station,10-01-23 8:45,Evening,0
10.42.0.211-103.235.46.39-55845-80-6,Longxu,23.4167,111.2333,7852,90,78,7,7,6,1.2,17,,Road Vehicle Carriageway,10-01-23 8:51,Mid Night,1
10.42.0.42-52.84.1.250-38640-80-6,Hezheng Chengguanzhen,35.43,103.3573,7545,45,5,5,5,7,1.9,19,,Road,10-01-23 8:55,Morning,0
219.142.78.162-10.42.0.211-80-54721-6,Awat,40.6384,80.3797,8562,74,6,2,2,2,1.4,17,,Bride,10-01-23 8:59,Evening,1
172.217.9.238-10.42.0.42-443-59353-6,Nanzhao,23.7199,117.171,7854,82,89,3,3,2,1.6,36,,Escalator,10-01-23 9:00,Mid Night,0
10.42.0.211-27.221.54.31-36653-80-6,Linƒ??an,23.6025,102.8309,1250,68,42,5,5,3,1.8,95,,Stairs,10-01-23 9:03,Evening,1
10.42.0.151-76.13.28.70-33298-443-6,Shule,39.4023,76.0508,6005,13,52,7,7,8,1.7,15,,Pedestrain,10-01-23 9:14,Mid Night,0
8.0.6.4-8.6.0.1-0-0-0,Kuancheng,40.6056,118.4825,8952,18,65,5,5,10,1.3,18,,Station,10-01-23 9:18,Evening,1
10.42.0.211-10.42.0.1-40175-53-17,Shahejie,29.6079,115.8872,9500,85,85,6,6,5,1.2,19,,Road Vehicle Carriageway,10-01-23 9:21,Mid Night,1
169.55.67.238-10.42.0.211-443-55653-6,Chengxiang,23.161,108.2776,7840,48,32,4,4,6,1.6,17,,Road,10-01-23 9:23,Mid Night,0
172.217.12.174-10.42.0.211-443-37688-6,Jiangkou,23.4392,111.4974,2256,85,45,8,8,8,1.9,12,,Station,10-01-23 9:29,Evening,1
10.42.0.211-10.42.0.1-29670-53-17,Maoping,30.8297,110.9778,4859,68,68,9,9,9,1.8,19,,Platform,10-01-23 9:34,Mid Night,0
10.42.0.151-10.42.0.1-47237-53-17,Yunxing,39.9991,112.6979,8526,78,75,4,4,2,1.5,19,,Lineside,10-01-23 9:34,Mid Night,0
10.42.0.211-77.234.41.79-36599-443-6,Yuhai,36.9813,105.9061,9562,95,12,2,2,4,1.8,16,,Road,10-01-23 9:42,Evening,1
10.42.0.211-52.84.37.172-47265-443-6,Lingxi,29.005,109.8447,754,84,15,5,5,5,1.9,17,,Other,10-01-23 9:42,Mid Night,1
180.149.138.197-10.42.0.211-80-52461-6,Maytagh,44.3333,84.85,8652,12,75,6,6,8,1.2,12,,Footbridge,10-01-23 9:43,Mid Night,0
172.217.12.138-10.42.0.151-443-41620-6,Jingping,39.52,112.2839,754,56,62,4,4,3,1.9,16,,Platform,10-01-23 9:49,Evening,1
10.42.0.151-10.42.0.1-58261-53-17,Hongƒ??an Chengguanzhen,31.3621,114.6369,8652,78,6,3,3,9,1.4,14,,Road,10-01-23 9:52,Mid Night,0
152.163.56.2-10.42.0.42-443-53843-6,Shayang,30.7178,112.6058,5800,10,8,2,2,2,1.6,18,,Bride,10-01-23 9:59,Mid Night,1
10.42.0.211-10.42.0.1-50306-53-17,Aral,40.5418,81.2657,957,60,9,3,3,3,1.8,39,,Escalator,10-01-23 10:16,Evening,0
239.255.255.250-10.42.0.1-1900-52111-17,Dingcheng,19.6791,110.3623,865,86,8,5,5,2,1.7,18,,Stairs,10-01-23 10:35,Mid Night,1
10.42.0.211-104.193.88.109-33998-80-6,Tantang,23.1368,109.4131,7856,35,75,4,4,4,1.3,17,,Pedestrain,10-01-23 10:41,Mid Night,0
10.42.0.151-104.193.88.109-48424-80-6,Hezhang,27.1222,104.7239,856,85,42,9,9,5,1.2,96,,Bride,10-01-23 10:45,Evening,0
172.217.10.238-10.42.0.151-443-52927-6,Matou,23.3553,107.5564,1600,95,42,8,8,6,1.6,17,,Escalator,10-01-23 10:49,Mid Night,1
10.42.0.211-118.26.161.142-60618-80-6,Jincheng,28.2665,103.5684,852,26,52,7,7,7,1.9,24,,Stairs,10-01-23 10:52,Mid Night,0
10.42.0.151-31.13.80.5-33216-443-6,Lop,37.074,80.1823,8652,85,85,10,10,2,1.8,18,,Pedestrain,10-01-23 10:56,Evening,0
10.42.0.151-10.42.0.1-21661-53-17,Suonan,35.6665,103.3979,7854,32,75,5,5,2,1.5,13,,Station,10-01-23 10:59,Mid Night,1
10.42.0.211-52.84.29.134-48879-443-6,Fucheng,37.8691,116.1506,6895,42,25,6,6,3,1.8,19,,Road Vehicle Carriageway,10-01-23 11:02,Mid Night,1
10.42.0.211-10.42.0.1-60115-53-17,Datong,46.0338,124.8106,6800,30,8,4,4,8,1.9,17,,Road,10-01-23 11:03,Evening,0
10.42.0.151-98.139.225.43-33716-443-6,Nanzhao Chengguanzhen,33.4925,112.4272,7900,80,9,2,2,10,1.2,13,,Station,10-01-23 11:07,Mid Night,1
172.217.12.162-10.42.0.211-443-59097-6,Hanchang,28.7,113.5833,4200,45,16,3,3,5,1.9,1,,Platform,10-01-23 11:10,Mid Night,0
174.35.73.149-10.42.0.211-80-54860-6,Lufu,24.7602,103.2665,870,98,75,5,5,6,1.4,4,,Lineside,10-01-23 11:13,Evening,1
180.149.136.194-10.42.0.151-80-34436-6,Hongmiao,32.2248,118.9197,6458,50,12,6,6,8,1.6,10,,Road,10-01-23 11:13,Mid Night,1
10.42.0.211-52.84.40.205-47597-443-6,Fan Xian Chengguanzhen,35.8581,115.5006,9852,80,16,8,8,9,1.8,15,,Other,10-01-23 11:18,Morning,1
10.42.0.1-10.42.0.42-53-42973-17,Kaihua Chengguanzhen,29.1459,118.409,7854,75,80,4,4,2,1.7,13,,Footbridge,10-01-23 11:19,Evening,1
239.255.255.250-10.42.0.211-1900-45654-17,Haoxue,30.0476,112.4676,9568,68,45,5,5,4,1.3,18,,Platform,10-01-23 11:22,Mid Night,1
180.149.136.194-10.42.0.211-80-46902-6,Yinying,37.9369,113.5575,7852,45,75,6,6,5,1.2,22,,Road,10-01-23 11:23,Evening,0
172.217.6.202-10.42.0.211-443-60322-6,Zhaoren,35.2067,107.7914,7545,25,56,8,8,8,1.6,28,,Bride,10-01-23 11:27,Mid Night,1
10.42.0.42-23.194.180.131-56260-443-6,Yuanling,28.4486,110.4022,8562,15,10,9,9,3,1.9,36,,Escalator,10-01-23 11:31,Evening,0
10.42.0.211-23.217.155.120-55430-80-6,Mianyang,33.157,106.6945,7854,13,20,10,10,9,1.8,25,,Stairs,10-01-23 11:32,Mid Night,0
174.35.73.77-10.42.0.211-80-50428-6,Fengzhou,36.8428,112.8542,1250,65,25,4,4,2,1.5,18,,Pedestrain,10-01-23 11:35,Mid Night,0
10.42.0.211-64.71.142.110-60208-443-6,Zhangjiapan,37.6016,108.797,6005,8,65,2,2,3,1.8,96,,Bride,10-01-23 11:38,Evening,1
10.42.0.211-104.196.173.4-57181-443-6,Nancun,35.4635,112.796,8952,7,38,10,10,2,1.9,18,,Escalator,10-01-23 11:38,Mid Night,0
172.217.12.202-10.42.0.151-443-55389-6,Shaping,29.2308,103.2659,9500,5,75,5,5,4,1.2,18,,Stairs,10-01-23 11:40,Mid Night,1
10.42.0.211-54.197.255.61-44853-443-6,Dianjun,30.7015,111.2599,7840,6,45,8,8,5,1.9,18,,Pedestrain,10-01-23 11:43,Evening,0
172.217.10.225-10.42.0.42-443-53276-6,Kaiyun,27.2135,112.856,2256,62,12,4,4,6,1.4,39,,Station,10-01-23 11:44,Mid Night,1
222.73.28.96-10.42.0.211-80-36920-6,Gujiang,35.494,111.5533,4859,82,10,5,5,7,1.6,14,,Road Vehicle Carriageway,10-01-23 11:47,Mid Night,0
10.42.0.211-10.42.0.1-63073-53-17,Gulaobei,30.5194,111.4266,8526,95,28,8,8,2,1.8,19,,Road,10-01-23 11:50,Evening,1
10.42.0.211-10.42.0.1-29386-53-17,Xiangjiaba,28.6327,104.4042,9562,12,75,7,7,2,1.7,17,,Station,10-01-23 11:54,Mid Night,1
172.217.10.67-10.42.0.42-80-46714-6,Mingshui,47.1815,125.9003,754,43,63,5,5,3,1.3,19,,Platform,10-01-23 11:57,Mid Night,0
10.42.0.211-106.11.94.1-48479-443-6,Aoyang,27.4589,119.5014,8652,20,42,6,6,8,1.2,17,,Lineside,10-01-23 12:03,Evening,1
172.217.12.131-10.42.0.42-443-60866-6,Huanan,46.2207,130.525,754,53,85,4,4,10,1.6,36,,Road,10-01-23 12:03,Mid Night,0
10.42.0.211-10.42.0.1-62112-53-17,Fuyang,24.8344,111.258,8652,80,8,5,5,5,1.9,95,,Other,10-01-23 12:06,Morning,0
10.42.0.151-10.42.0.1-56479-53-17,Fenyi,27.8112,114.668,5800,65,6,2,2,6,1.8,15,,Footbridge,10-01-23 12:09,Evening,1
172.217.9.238-10.42.0.42-443-33613-6,Changbai,41.4167,128.1905,957,42,74,3,3,8,1.5,18,,Platform,10-01-23 12:09,Mid Night,1
172.217.12.164-10.42.0.211-443-48314-6,Wulingyuan,29.3494,110.5441,865,80,80,5,5,9,1.8,19,,Road,10-01-23 12:13,Evening,0
10.42.0.211-95.213.11.181-54022-80-6,Zhouning,27.1067,119.335,7856,70,42,5,5,2,1.9,17,,Bride,10-01-23 12:15,Mid Night,1
10.42.0.42-66.231.239.125-46317-443-6,Langao Chengguanzhen,32.3003,108.8931,856,70,35,4,4,4,1.2,12,,Escalator,10-01-23 12:17,Evening,1
182.22.24.252-10.42.0.151-443-38576-6,Guanghe Chengguanzhen,35.4815,103.576,1600,32,68,6,6,5,1.9,19,,Stairs,10-01-23 12:27,Mid Night,1
10.42.0.151-66.198.178.88-39009-443-6,Dingbian,37.5927,107.5943,852,65,45,8,8,8,1.4,19,,Pedestrain,10-01-23 12:27,Mid Night,0
10.42.0.211-10.42.0.1-39778-53-17,Yuelai,47.0232,130.713,9568,58,75,5,5,3,1.6,16,,Station,10-01-23 12:33,Evening,1
10.42.0.211-104.244.43.131-50372-443-6,Jingpeng,43.25,117.5167,7852,98,42,2,2,9,1.8,17,,Road Vehicle Carriageway,10-01-23 12:36,Mid Night,0
10.42.0.151-103.235.46.212-55212-443-6,Yuxi,28.889,107.594,7545,84,52,2,2,2,1.7,12,,Road,10-01-23 12:36,Mid Night,0
220.243.225.102-10.42.0.211-80-49120-6,Xinhua,26.8884,102.9332,8562,52,36,5,5,3,1.3,16,,Station,10-01-23 12:40,Evening,1
10.42.0.42-14.17.42.57-36873-80-6,Zijin,33.2892,111.4744,7854,75,42,3,3,2,1.2,14,,Platform,10-01-23 12:44,Mid Night,1
10.42.0.42-52.84.29.154-60956-443-6,Muxi,28.9596,103.9009,1250,68,20,4,4,4,1.6,18,,Lineside,10-01-23 12:50,Mid Night,0
216.58.219.227-10.42.0.151-443-44735-6,Tiantan,35.9661,111.8417,6005,42,30,8,8,5,1.9,39,,Road,10-01-23 12:50,Evening,1
10.42.0.211-77.234.44.42-49060-80-6,Gushu,31.5605,118.4815,8952,78,78,9,9,6,1.8,18,,Other,10-01-23 12:52,Mid Night,0
172.217.10.46-10.42.0.42-80-44055-6,Xunyi Chengguanzhen,35.1173,108.3128,9500,25,53,10,10,7,1.5,17,,Footbridge,10-01-23 12:56,Mid Night,1
10.42.0.211-10.42.0.1-39997-53-17,Nanpi,38.0333,116.7,7840,65,68,3,3,2,1.8,96,,Platform,10-01-23 13:01,Evening,0
10.42.0.211-77.234.44.41-43117-80-6,Datian,25.7013,117.8363,2256,45,42,1,1,2,1.9,17,,Road,10-01-23 13:02,Mid Night,1
10.42.0.211-47.88.68.21-44317-443-6,Huliao,24.3576,116.6866,4859,86,20,8,8,3,1.2,24,,Bride,10-01-23 13:04,Morning,0
182.22.65.137-10.42.0.151-443-57640-6,Mulan,45.9471,128.0371,8526,65,35,9,9,8,1.9,18,,Escalator,10-01-23 13:07,Evening,0
10.42.0.211-112.73.28.70-55335-80-6,Shazhou,40.138,94.6623,9562,32,85,10,10,10,1.4,13,,Stairs,10-01-23 13:13,Mid Night,0
182.22.25.124-10.42.0.211-443-46833-6,Songyang,25.3251,103.0298,754,46,78,7,7,5,1.6,19,,Pedestrain,10-01-23 13:15,Evening,0
220.181.7.190-10.42.0.211-443-33476-6,Sanhe,36.5641,105.639,8652,12,57,5,5,6,1.8,17,,Station,10-01-23 13:18,Mid Night,0
10.42.0.211-118.242.24.59-37970-18013-6,Mingyue,43.1069,128.9217,754,20,12,3,3,8,1.7,13,,Road Vehicle Carriageway,10-01-23 13:33,Evening,1
180.149.138.197-10.42.0.211-80-48719-6,Anju,30.3496,105.4559,8652,60,16,7,7,9,1.3,1,,Road,10-01-23 14:18,Mid Night,1
10.42.0.211-10.42.0.1-3236-53-17,Yuli,41.3366,86.2568,5800,80,75,2,2,2,1.2,4,,Bride,10-01-23 14:27,Mid Night,0
162.208.22.39-10.42.0.211-443-35853-6,Tuojiang,27.9547,109.568,957,75,42,2,2,4,1.6,10,,Escalator,10-01-23 14:33,Evening,0
172.217.3.110-10.42.0.211-443-36762-6,Weifen,38.4806,111.1666,865,98,35,6,6,5,1.9,15,,Stairs,10-01-23 14:36,Mid Night,0
10.42.0.151-101.226.103.112-57630-80-6,Pingma,23.6374,107.1014,7856,85,45,8,8,8,1.8,13,,Pedestrain,10-01-23 14:48,Mid Night,1
202.77.129.161-10.42.0.42-80-45256-6,Aoxi,27.4259,115.8364,856,74,12,7,7,3,1.5,18,,Station,10-01-23 14:58,Evening,1
10.42.0.211-123.125.29.220-55268-80-6,Gutian,26.587,118.7358,1600,35,15,5,5,9,1.8,22,,Road Vehicle Carriageway,10-01-23 15:05,Mid Night,1
10.42.0.151-23.67.1.79-50396-443-6,Yizhang Chengguanzhen,25.3832,112.979,852,68,16,8,8,2,1.9,28,,Road,10-01-23 15:38,Mid Night,1
10.42.0.151-10.42.0.1-48853-53-17,Yantan,29.274,104.8738,800,79,74,2,2,3,1.2,36,,Station,12-01-23 15:17,Evening,1
10.42.0.42-106.11.129.143-55477-80-6,Jiangle,26.7423,117.4646,750,85,15,9,9,2,1.9,25,,Platform,12-01-23 15:24,Mid Night,0
162.208.22.39-10.42.0.211-443-38528-6,Yuanba,32.3256,105.9618,999,32,13,10,10,4,1.4,18,,Lineside,12-01-23 15:34,Mid Night,1
10.42.0.1-10.42.0.42-53-35077-17,Fushi,29.1838,105.0011,1200,68,18,8,8,5,1.6,96,,Road,12-01-23 15:36,Evening,0
10.42.0.211-23.194.141.191-39216-443-6,Zhangjiachuan,34.9876,106.209,1000,45,10,7,7,6,1.8,18,,Other,12-01-23 15:41,Mid Night,0
202.77.129.150-10.42.0.151-443-40086-6,Guangming,28.3102,102.4119,900,75,16,5,5,7,1.7,18,,Footbridge,12-01-23 15:49,Mid Night,0
10.42.0.211-77.234.41.79-38270-443-6,Chengxiang,28.5526,102.1682,1600,25,80,6,6,2,1.3,18,,Platform,12-01-23 15:52,Evening,1
10.42.0.211-47.88.68.22-52504-443-6,Fancheng,39.1899,113.264,2000,30,50,5,5,2,1.2,39,,Road,12-01-23 15:56,Mid Night,0
10.42.0.211-52.84.139.157-48266-80-6,Pucheng,27.9233,118.5333,6500,60,60,7,7,3,1.6,14,,Bride,12-01-23 16:03,Mid Night,1
10.42.0.211-47.89.68.230-44627-443-6,Lintan Chengguanzhen,34.6889,103.3524,5200,85,45,5,5,8,1.9,19,,Escalator,12-01-23 16:10,Evening,0
10.42.0.211-98.139.183.24-60738-80-6,Chengxian Chengguanzhen,33.7411,105.7206,824,12,65,2,2,10,1.8,17,,Stairs,12-01-23 16:17,Mid Night,1
10.42.0.211-10.42.0.1-62987-53-17,Xinji,31.6232,114.874,9999,16,25,3,3,5,1.5,19,,Pedestrain,12-01-23 16:17,Mid Night,0
10.42.0.151-10.42.0.1-1864-53-17,Lushi Chengguanzhen,34.0486,111.0328,8560,78,87,5,5,6,1.8,17,,Bride,12-01-23 16:24,Evening,1
172.217.11.34-10.42.0.42-443-35876-6,Kangping,42.7392,123.3494,7852,98,56,7,7,8,1.9,36,,Escalator,12-01-23 16:26,Mid Night,1
219.142.78.162-10.42.0.42-80-60093-6,Sanchahe,44.9631,126.0153,1458,99,45,5,5,9,1.2,95,,Stairs,12-01-23 16:34,Mid Night,0
10.42.0.211-10.42.0.1-38597-53-17,Dianyang,24.7026,99.1592,1500,85,78,6,6,2,1.9,15,,Pedestrain,12-01-23 16:34,Evening,1
10.42.0.1-10.42.0.42-53-27957-17,Haiyang,29.7861,118.177,800,23,42,4,4,4,1.4,18,,Station,12-01-23 17:20,Mid Night,0
182.22.120.252-10.42.0.42-443-60215-6,Jiahe Chengguanzhen,25.5594,112.3635,952,45,35,8,8,5,1.6,19,,Road Vehicle Carriageway,12-01-23 17:22,Morning,0
172.217.6.206-10.42.0.151-443-60070-6,Huayuan,33.4688,114.8731,741,78,68,9,9,8,1.8,17,,Road,12-01-23 17:32,Evening,1
172.217.10.42-10.42.0.211-443-40592-6,Xincheng,39.9868,112.4614,890,65,45,4,4,3,1.7,12,,Station,12-01-23 17:39,Mid Night,1
10.42.0.211-111.1.17.152-57265-8077-6,Zhangfeng,24.2209,97.7868,900,98,75,2,2,9,1.3,19,,Platform,12-01-23 18:14,Evening,0
174.35.73.149-10.42.0.211-80-54860-6,Luzhai,24.4975,109.7331,850,25,42,5,5,2,1.2,19,,Lineside,12-01-23 20:35,Mid Night,1
10.42.0.211-103.235.46.211-56342-443-6,Pisha,27.0706,102.7577,9058,30,52,6,6,3,1.6,16,,Road,12-01-23 20:38,Evening,0
10.42.0.42-23.194.181.192-51873-443-6,Gulin,28.0422,105.8104,4795,52,36,4,4,2,1.9,17,,Other,12-01-23 20:42,Mid Night,1
10.42.0.211-54.230.36.66-45869-443-6,Qiangezhai,36.9637,115.3782,1569,82,42,3,3,4,1.8,12,,Footbridge,15-01-23 8:09,Mid Night,0
8.41.222.241-10.42.0.211-443-32885-6,Xiangcheng,25.4669,100.5625,1785,6,20,2,2,5,1.5,16,,Platform,15-01-23 8:33,Evening,1
